date,open,high,low,close,volume,SMA_20,RSI,MACD,MACD_signal,BB_high,BB_low,returns,volatility_forecast,daily_return,cumulative_return,RSI_calculated,returns_calculated,volatility_forecast_calculated
2020-01-04,59.67431504,60.2117473,57.89013893,58.32105255,176218400,62.0202518465,,-2.969625301453476,-3.386800585825811,71.29164554222233,52.74885815077768,-0.0526170265857316,,-0.052617026,0.804001297,,,
2020-01-05,69.2972491,72.38385146,69.200416,69.97993469,240616800,66.8562940605,,1.4076461334957031,0.9356515645403026,72.90920259966381,60.80338552133619,-0.0160995476178686,,-0.016099548,0.964728101,,0.19990863727990105,
2020-01-06,77.13121426,78.24782813,77.0001316,78.12645721,80791200,75.60513000350001,,2.291186214947885,2.417146965123515,79.5641557801065,71.64610422689351,0.0122983052311116,,0.012298305,1.077034282,,0.11641226240189861,
2020-01-07,88.62987615,89.17361536,88.33616068,88.38470459,110737200,84.978313827,,2.96328263587624,3.0414510152239935,91.13217667173386,78.82445098226613,-0.0018914054515435,,-0.001891405,1.21845224,,0.13130311736043976,
2020-01-09,129.1379992,131.1223517,126.9688428,130.5192566,151948100,115.678972235,,7.293781979304683,6.596076938431089,129.68029339922822,101.67765107077176,0.039832692802997,,0.039832692,1.799309975,,0.47671768781096535,
2020-01-10,114.4305073,114.5083265,112.6698906,113.6036987,116120400,110.34704896,,-0.3091541132987885,-0.5545211483348507,118.00566977581988,102.68842814418016,0.0084619220012358,,0.008461922,1.566115787,,-0.12960200924098741,
2020-01-12,117.911657,120.3086702,116.9372611,119.5778732,127728200,114.485523225,,0.7872542758877756,0.5201965131577361,119.80210192492126,109.16894452507871,0.0308273949799038,,0.030827395,1.648474453,,0.052587852053799455,
2020-01-13,75.26518125,76.57659623,75.14683476,76.55002594,121532000,,,0.5759677761345614,0.1774239503149504,,,0.0213640677712128,,0.021364068,1.055301944,,-0.3598311803725909,
2020-01-14,76.48726081,76.69737619,75.39320592,75.51637268,161954400,,,0.678660649317635,0.2776712901154874,,,-0.0135029772662673,,-0.013502977,1.041052226,,-0.013502977266267369,
2020-01-15,75.31591552,76.19743749,74.76043057,75.19274139,121923600,,,0.7255672630158472,0.3672504846955594,,,-0.0042855777961078,,-0.004285578,1.036590716,,-0.004285577796107831,
2020-01-16,75.73615571,76.24575261,75.37388575,76.13465118,108829200,,,0.8291869890413324,0.459637785564714,,,0.0125266052625296,,0.012526605,1.049575678,,0.012526605262529689,
2020-01-17,76.38341859,76.97995681,76.07669931,76.97754669,137816400,,,0.9681606385594108,0.5613423561636535,,,0.0110711154111311,,0.011071115,1.061195652,,0.01107111541113115,
2020-01-21,76.60560101,77.04756709,76.31819961,76.45586395,110843200,,,1.0243942406768838,0.6539527330662995,,,-0.006777076724735,,-0.006777077,1.054003848,,-0.006777076724735043,
2020-01-22,76.94130053,77.28183515,76.6345813,76.72877502,101832400,,,1.0785485813594988,0.7388719027249394,,,0.0035695243752458,,0.003569524,1.05776614,51.176943192539454,0.003569524375245825,
2020-01-23,76.78189248,77.17797036,76.2336527,77.09827423,104472000,,,1.1381617643859414,0.8187298750571399,,,0.0048156537088424,,0.004815654,1.062859975,51.422892330588816,0.0048156537088424045,
2020-01-24,77.34463503,78.08849276,76.68530106,76.87609863,146537600,,,1.1541733355390136,0.8858185671535147,,,-0.0028817194965635,,-0.002881719,1.059797111,51.25569474827675,-0.002881719496563573,
2020-01-27,74.88359281,75.29657838,73.63255603,74.61551666,161940000,,,0.9732337160658916,0.90330159693599,,,-0.0294055240872724,,-0.029405524,1.028633222,49.49241695884365,-0.029405524087272483,
2020-01-28,75.49706227,76.89783652,75.39804093,76.72636414,162234000,,,0.9887676169793737,0.9203948009446667,,,0.0282896584314826,,0.028289658,1.057732904,51.18124935667845,0.028289658431482678,
2020-01-29,78.35899064,79.18013436,77.61754307,78.33242035,216229200,,,1.1177884892394443,0.9598735386036223,,,0.0209322600908012,,0.02093226,1.079873644,52.48311596762741,0.02093226009080129,
