date,open,high,low,close,volume,SMA_20,RSI,MACD,MACD_signal,BB_high,BB_low,returns,volatility_forecast,daily_return,cumulative_return
19/02/20,77.46767279,78.57400977,77.46767279,78.34402466,93984000,,,,,,,0.014482949,,0.014482949,1.080033619
20/02/20,78.10435643,78.59336842,77.03433101,77.54029083,100566000,,,,,,,-0.010259032,,-0.010259032,1.06895352
21/02/20,77.13357948,77.5766018,75.16783879,75.78515625,129554000,,,,,,,-0.02263513,,-0.02263513,1.044757618
24/02/20,71.96261026,73.63784412,70.01865664,72.18532562,222195200,,,,,,,-0.047500471,,-0.047500471,0.995131139
25/02/20,72.8559159,73.23840922,69.26819315,69.74025726,230673600,,,,,,,-0.033872097,,-0.033872097,0.96142396
26/02/20,69.36503539,72.11271828,69.35777309,70.84660339,198054800,,,,,,,0.015863809,,0.015863809,0.976675806
27/02/20,68.05048057,69.23670231,66.07989395,66.21546173,320605600,,,,,,,-0.065368577,,-0.065368577,0.912831898
28/02/20,62.27916414,67.39929122,62.06370365,66.17675018,426510000,,,,,,,-0.00058463,,-0.00058463,0.912298229
02/03/20,68.3361637,72.97454103,67.23225007,72.33785248,341397200,,,,,,,0.093100708,,0.093100708,0.997233841
03/03/20,73.51439296,73.59427824,69.18830205,70.04045105,319475600,,,,,,,-0.031759326,,-0.031759326,0.965562366
04/03/20,71.76411148,73.44903119,70.96280588,73.28925323,219178400,,,,,,,0.046384655,,0.046384655,1.010349644
05/03/20,71.54139865,72.51700694,70.5464267,70.91197968,187572800,,,,,,,-0.032436864,,-0.032436864,0.977577069
06/03/20,68.26838538,70.40358985,68.08198146,69.97025299,226176800,,,,,,,-0.01328022,,-0.01328022,0.964594631
09/03/20,63.85029717,67.32181576,63.66873235,64.4361496,286744800,,,,,,,-0.079092231,,-0.079092231,0.88830269
10/03/20,67.09184552,69.34324666,65.21082899,69.07695007,285290000,,,,,,,0.072021691,,0.072021691,0.952279752
11/03/20,67.15237417,68.07956216,65.8136288,66.67787933,255598800,,,,,,,-0.034730409,,-0.034730409,0.919206686
12/03/20,61.95960486,65.36333966,60.03743791,60.09311676,418474000,,,,,,,-0.098754829,,-0.098754829,0.828430587
13/03/20,64.1263047,67.76486496,61.23578724,67.29279327,370732000,,,,,,,0.119808672,,0.119808672,0.927683756
16/03/20,58.57281642,62.71975484,58.10074858,58.63576126,322423600,,,,,,,-0.128647238,,-0.128647238,0.808339803
17/03/20,59.91882507,62.36389638,57.71341703,61.21398926,324056000,,,,,,,0.043970232,,0.043970232,0.843882691
18/03/20,58.0450816,60.52162548,57.40355016,59.71547699,300233600,,,,,,,-0.024479899,,-0.024479899,0.823224528
19/03/20,59.88976122,61.20913151,58.73258839,59.2579155,271857200,,,,,,,-0.00766236,,-0.00766236,0.816916685
20/03/20,59.8389229,60.96462704,55.19570688,55.49589539,401693200,,,,,,,-0.063485529,,-0.063485529,0.765054297
23/03/20,55.21506335,55.31673919,51.46998667,54.31692123,336752800,,,,,,,-0.021244349,,-0.021244349,0.748801217
24/03/20,57.21954622,59.9623858,56.72084879,59.76629639,287531200,,,,,,,0.100325553,,0.100325553,0.823925113
25/03/20,60.70318399,62.51883257,59.14172696,59.43707275,303602000,,,,,,,-0.005508517,,-0.005508517,0.819386508
26/03/20,59.67915673,62.62292535,59.64042201,62.56482697,252087200,,,,,,,0.052622952,,0.052622952,0.862505045
27/03/20,61.18735443,61.94266302,59.80746231,59.97450256,204216800,,,,,,,-0.041402247,,-0.041402247,0.826795398
30/03/20,60.70074918,61.85792195,60.37635058,61.68603897,167976400,,,,,,,0.028537734,,0.028537734,0.850390265
31/03/20,61.87730178,63.54527367,61.00578903,61.56016541,197002000,,,,,,,-0.002040552,,-0.002040552,0.848655
01/04/20,59.67431504,60.2117473,57.89013893,58.32105255,176218400,,,,,,,-0.052617026,,-0.052617026,0.804001297
02/04/20,58.183063,59.34749836,57.35028493,59.29423904,165934000,,,,,,,0.01668671,,0.01668671,0.817417434
03/04/20,58.7786006,59.48064994,57.8514089,58.44210052,129880000,,,,,,,-0.014371354,,-0.014371354,0.805670038
06/04/20,60.73949722,63.69537111,60.37152842,63.54043961,201820400,,,,,,,0.087237437,,0.087237437,0.875954627
07/04/20,65.55701103,65.77489476,62.70039373,62.80448914,202887200,,,,,,,-0.011582395,,-0.011582395,0.865808975
08/04/20,63.60579707,64.72665862,63.24025152,64.41194916,168895200,,,,,,,0.025594668,,0.025594668,0.887969068
09/04/20,65.04863383,65.3802911,64.08028801,64.87674713,161834800,,,,,,,0.007216021,,0.007216021,0.894376671
13/04/20,64.9542309,66.25908074,64.3538537,66.15013885,131022800,,,,,,,0.01962786,,0.01962786,0.911931371
14/04/20,67.78419941,69.78141243,67.31212792,69.49090576,194994800,,,,,,,0.050502795,,0.050502795,0.957986455
15/04/20,68.36521608,69.31661411,67.9367257,68.85665131,131154400,,,,,,,-0.009127158,,-0.009127158,0.949242761
16/04/20,69.570826,69.76933872,68.35313108,69.40378571,157125200,,,,,,,0.007945992,,0.007945992,0.956785437
17/04/20,68.91959837,69.46671616,67.02405716,68.46205139,215250000,,,,,,,-0.013568919,,-0.013568919,0.943802893
20/04/20,67.28794859,68.19092655,67.02165195,67.04101563,130015200,,,,,,,-0.020756547,,-0.020756547,0.924212804
21/04/20,66.88365502,67.11847921,64.25701513,64.96875,180991600,,,,,,,-0.030910415,,-0.030910415,0.895645003
22/04/20,66.23727233,67.2758253,65.89593692,66.84007263,116862400,,,,,,,0.028803427,,0.028803427,0.921442648
23/04/20,66.78438352,68.20785294,66.54229708,66.5810318,124814400,,,,,,,-0.003875532,,-0.003875532,0.917871568
24/04/20,67.10636069,68.51288224,67.05794045,68.50319672,126161200,,,,,,,0.028869557,,0.028869557,0.944370113
27/04/20,68.21997104,68.88329306,67.77211694,68.55163574,117087600,,,,,,,0.000707106,,0.000707106,0.945037883
28/04/20,69.01399137,69.19555618,67.34844306,67.44042969,112004800,,,,,,,-0.016209767,,-0.016209767,0.929719039
29/04/20,68.92928108,70.12518879,68.72592934,69.65554047,137280800,,,,,,,0.032845443,,0.032845443,0.960256073
30/04/20,70.19540393,71.30174107,69.80564818,71.12501526,183064000,,,,,,,0.021096309,,0.021096309,0.980513931
01/05/20,69.2972491,72.38385146,69.200416,69.97993469,240616800,,,,,,,-0.016099548,,-0.016099548,0.964728101
04/05/20,70.00413219,71.09836013,69.31418443,70.97005463,133568000,,,,,,,0.014148626,,0.014148626,0.978377678
05/05/20,71.43002408,72.86801811,71.28477074,72.03524017,147751200,,,,,,,0.015008944,,0.015008944,0.993062093
06/05/20,72.73729207,73.4102921,72.3523755,72.77845001,142333600,,,,,,,0.010317309,,0.010317309,1.003307822
07/05/20,73.40545925,73.87753082,73.10285116,73.53134155,115215200,,,,,,,0.010344979,,0.010344979,1.01368702
08/05/20,74.19160118,75.33491289,73.86389829,75.2815094,133838400,,,,,,,0.023801658,,0.023801658,1.037814452
11/05/20,74.78874828,76.9612829,74.57998649,76.46609497,145946400,,,,,,,0.015735412,,0.015735412,1.05414489
12/05/20,77.15061453,77.60211808,75.47084561,75.59221649,162301200,,,,,,,-0.011428313,,-0.011428313,1.042097792
13/05/20,75.77185011,76.69427337,73.60173786,74.67951202,200622400,,,,,,,-0.012074054,,-0.012074054,1.029515448
14/05/20,73.91730709,75.19898348,73.19393387,75.13829803,158929200,,,,,,,0.006143399,,0.006143399,1.035840172
15/05/20,72.90749301,74.74019044,72.87350561,74.69406891,166348400,,,,,,,-0.005912153,,-0.005912153,1.029716126
18/05/20,76.01945411,76.82778106,75.32763848,76.4539566,135178400,,,,,,,0.023561278,,0.023561278,1.053977553
19/05/20,76.4709547,77.31812127,75.98061889,76.01217651,101729600,,,,,,,-0.005778381,,-0.005778381,1.047887269
20/05/20,76.87146726,77.56085304,76.83262768,77.49046326,111504800,,,,,,,0.019448025,,0.019448025,1.068266608
21/05/20,77.35210469,77.89342158,76.67485298,76.91274261,102688800,,,,,,,-0.007455377,,-0.007455377,1.060302277
22/05/20,76.65059057,77.49048269,76.54864314,77.40795135,81803200,,,,,,,0.006438579,,0.006438579,1.067129117
26/05/20,78.52697292,78.70659948,76.82778031,76.88361359,125522000,,,,,,,-0.006773694,,-0.006773694,1.059900711
27/05/20,76.74038039,77.36422106,76.00001361,77.21857452,112945200,,,,,,,0.004356727,,0.004356727,1.064518409
28/05/20,76.89331061,78.51240153,76.61658883,77.25257111,133560800,,,,,,,0.000440264,,0.000440264,1.064987078
29/05/20,77.49529821,77.95650602,76.82047649,77.17730713,153532400,,,,,,,-0.000974259,,-0.000974259,1.063949506
01/06/20,77.13121426,78.24782813,77.0001316,78.12645721,80791200,,,,,,,0.012298305,,0.012298305,1.077034282
02/06/20,77.85944346,78.51241959,77.41765154,78.48814392,87642800,,,,,,,0.004629503,,0.004629503,1.082020416
03/06/20,78.8085374,79.18236177,78.23566302,78.92019653,104491200,,,,,,,0.005504686,,0.005504686,1.087976599
04/06/20,78.74300918,79.04157683,77.86670751,78.24053192,87560400,,,,,,,-0.008612049,,-0.008612049,1.078606891
05/06/20,78.49055106,80.5295804,78.46142323,80.46889496,137250400,,,,,,,0.028480929,,0.028480929,1.109326617
08/06/20,80.16548771,80.9786743,79.45425594,80.94468689,95654400,,,,,,,0.005912743,,0.005912743,1.115885781
09/06/20,80.62425597,83.89398054,80.59269835,83.50074005,147712400,,,,,,,0.031577776,,0.031577776,1.151122971
10/06/20,84.44986471,86.11749957,84.01050267,85.6490097,166651600,,,,,,,0.025727552,,0.025727552,1.180738548
11/06/20,84.79211679,85.21691483,81.43500178,81.53694916,201662400,,,,,,,-0.048010602,,-0.048010602,1.124050579
12/06/20,83.67795577,84.42559728,81.12916681,82.24092102,200146000,,,,,,,0.008633777,,0.008633777,1.133755381
15/06/20,80.89370801,83.91098692,80.73106774,83.25801086,138808800,,,,,,,0.012367199,,0.012367199,1.14777676
16/06/20,85.31400936,85.73638503,83.67793242,85.46450806,165428800,,,,,,,0.026501921,,0.026501921,1.178195048
17/06/20,86.20973349,86.27041893,85.22420255,85.34557343,114406400,,,,,,,-0.001391626,,-0.001391626,1.176555441
18/06/20,85.30188324,85.7970785,84.77027819,85.37956238,96820400,,,,,,,0.000398251,,0.000398251,1.177024006
19/06/20,86.08594004,86.55200006,83.78231573,84.89164734,264476000,,,,,,,-0.005714658,,-0.005714658,1.170297716
22/06/20,85.28490176,87.25596396,85.23878023,87.11274719,135445200,,,,,,,0.026163939,,0.026163939,1.200917313
23/06/20,88.35800867,90.39218599,87.93806272,88.97214508,212155600,,,,,,,0.021344728,,0.021344728,1.226550566
24/06/20,88.60074867,89.52074208,87.02777929,87.4016037,192623200,,,,,,,-0.017652057,,-0.017652057,1.204899426
25/06/20,87.55698802,88.60077501,86.79720485,88.56193542,137522400,,,,,,,0.013275863,,0.013275863,1.220895506
26/06/20,88.45754628,88.67844222,85.69271343,85.84078979,205256800,,,,,,,-0.030725905,,-0.030725905,1.183382386
29/06/20,85.74853519,87.91379517,85.27033358,87.81912231,130646000,,,,,,,0.023046532,,0.023046532,1.210655246
30/06/20,87.40645126,88.8386336,87.38703518,88.55219269,140223200,,,,,,,0.008347503,,0.008347503,1.220761195
01/07/20,88.62987615,89.17361536,88.33616068,88.38470459,110737200,,,,,,,-0.001891405,,-0.001891405,1.21845224
02/07/20,89.29256387,89.92854614,88.27062307,88.38470459,114041600,,,,,,,0,,0,1.21845224
06/07/20,89.81445092,91.217498,89.78289331,90.74900818,118655600,,,,,,,0.026750144,,0.026750144,1.251046013
07/07/20,91.12770339,91.90690252,90.35578622,90.46744537,112424400,,,,,,,-0.003102654,,-0.003102654,1.24716445
08/07/20,91.4456921,92.60599762,91.3583012,92.57444,117092000,,,,,,,0.023290087,,0.023290087,1.276211018
09/07/20,93.46772209,93.52112558,91.92388788,92.97253418,125642800,,,,,,,0.00430026,,0.00430026,1.281699057
10/07/20,92.56711716,93.19339488,91.95541075,93.13513184,90257200,,,,,,,0.001748878,,0.001748878,1.283940593
13/07/20,94.44109968,97.05300314,92.49188383,92.70549774,191649200,,,,,,,-0.004613019,,-0.004613019,1.278017751
14/07/20,92.08650612,94.4313923,91.15195632,94.23963165,170989200,,,,,,,0.016548467,,0.016548467,1.299166986
15/07/20,96.11603684,96.36606059,93.68861895,94.88776398,153198000,,,,,,,0.006877492,,0.006877492,1.308101997
16/07/20,93.7590239,94.57706262,93.12061176,93.72018433,110577600,,,,,,,-0.012304849,,-0.012304849,1.292005999
17/07/20,94.17167221,94.32702309,93.05748097,93.53083038,92186800,,,,,,,-0.002020418,,-0.002020418,1.289395607
20/07/20,93.61825092,95.64028724,93.27355424,95.50192261,90318000,,,,,,,0.021074251,,0.021074251,1.316568654
21/07/20,96.29321836,96.3684677,93.93376843,94.18379211,103433200,,,,,,,-0.013802136,,-0.013802136,1.298397195
22/07/20,93.88523209,95.13049856,93.79784861,94.44839478,89001600,,,,,,,0.002809429,,0.002809429,1.302044949
23/07/20,94.18137407,94.25905321,89.33868035,90.14943695,197004400,,,,,,,-0.045516473,,-0.045516473,1.242780455
24/07/20,88.3458805,90.27082119,86.55686723,89.92612457,185438800,,,,,,,-0.002477136,,-0.002477136,1.239701919
27/07/20,90.98933352,92.149639,90.76601522,92.05739594,121214000,,,,,,,0.023700247,,0.023700247,1.269083161
28/07/20,91.6277543,91.8049585,90.54026829,90.54512787,103625600,,,,,,,-0.016427448,,-0.016427448,1.248235364
29/07/20,91.02817499,92.46520971,90.99176521,92.28072357,90329200,,,,,,,0.019168295,,0.019168295,1.272161907
30/07/20,91.45295971,93.50170079,91.04515532,93.39732361,158130000,,,,,,,0.012100036,,0.012100036,1.287555112
31/07/20,99.89794359,103.325456,97.8977465,103.1749573,374336800,,,,,,,0.104688585,,0.104688585,1.422347434
03/08/20,105.0586584,108.3963585,104.7600907,105.7747498,308151200,,,,,,,0.025197902,,0.025197902,1.458187606
04/08/20,105.964076,107.5734553,105.2407028,106.4811172,173071600,,,,,,,0.006678035,,0.006678035,1.467925434
05/08/20,106.2019478,107.1874787,105.7358803,106.8670578,121776800,,,,,,,0.003624498,,0.003624498,1.473245926
06/08/20,107.1996259,111.0907764,106.6097651,110.5955811,202428800,,,,,,,0.03488936,,0.03488936,1.524646534
07/08/20,110.1165111,110.5736896,107.2834722,108.0811005,198045600,,,,,,,-0.022735814,,-0.022735814,1.489982453
10/08/20,109.5280299,110.6709764,106.998965,109.6520538,212403600,,,,,,,0.01453495,,0.01453495,1.511639273
11/08/20,108.9152025,109.4137173,106.1307951,106.3909988,187902400,,,,,,,-0.029740027,,-0.029740027,1.466683081
12/08/20,107.4828838,110.1846114,107.2883432,109.9268417,165598000,,,,,,,0.033234418,,0.033234418,1.515427439
13/08/20,111.3081058,112.8766163,110.8193127,111.8722839,210082000,,,,,,,0.017697608,,0.017697608,1.542246881
14/08/20,111.6971827,111.862543,109.9608779,111.7725677,165565200,,,,,,,-0.00089134,,-0.00089134,1.540872215
17/08/20,112.8960726,112.9203921,110.8533665,111.4807663,119561600,,,,,,,-0.002610671,,-0.002610671,1.536849504
18/08/20,111.2327109,112.8352625,110.897122,112.4096985,105633600,,,,,,,0.008332668,,0.008332668,1.549655561
19/08/20,112.8182267,113.9660339,112.4558917,112.5507278,145538000,,,,,,,0.001254601,,0.001254601,1.55159976
20/08/20,112.5920736,115.1624819,112.5750492,115.0481873,126907200,,,,,,,0.022189634,,0.022189634,1.586029191
21/08/20,116.0087444,121.4608305,115.9965884,120.9769058,338054800,,,,,,,0.051532481,,0.051532481,1.66776121
24/08/20,125.1863431,125.2714648,120.5562117,122.4238281,345937600,,,,,,,0.011960318,,0.011960318,1.687708165
25/08/20,121.2954782,121.7648127,119.6953532,121.4194946,211495600,,,,,,,-0.008203742,,-0.008203742,1.673862643
26/08/20,122.7375317,123.5278649,121.6699703,123.0706863,163022400,,,,,,,0.013599066,,0.013599066,1.696625611
27/08/20,123.6737695,124.0069241,120.4540687,121.5994492,155552400,,,,,,,-0.011954408,,-0.011954408,1.676343457
28/08/20,122.5746004,122.9928694,121.1787527,121.4024811,187630000,,,,,,,-0.001619811,,-0.001619811,1.673628098
31/08/20,124.0993184,127.426011,122.5624227,125.5194778,225702700,,,,,,,0.033911966,,0.033911966,1.730384116
01/09/20,129.1379992,131.1223517,126.9688428,130.5192566,151948100,,,,,,,0.039832692,,0.039832692,1.799309975
02/09/20,133.8362266,134.215586,123.5351496,127.8151016,200119000,,,,,,,-0.020718437,,-0.020718437,1.762031085
03/09/20,123.4476093,125.3249473,117.2124851,117.5821152,257599600,,,,,,,-0.080060856,,-0.080060856,1.620961368
04/09/20,116.7942092,120.3251717,107.8646608,117.6599274,332607200,,,,,,,0.000661769,,0.000661769,1.62203407
08/09/20,110.8411958,115.7436946,109.6058474,109.7420273,231366600,,,,,,,-0.06729479,,-0.06729479,1.512879628
09/09/20,114.060902,115.889609,112.1154662,114.1192627,176940500,,,,,,,0.039886591,,0.039886591,1.573223239
10/09/20,117.0763196,117.2124995,109.4307568,110.3937454,182274400,,,,,,,-0.032645823,,-0.032645823,1.521864072
11/09/20,111.4442815,112.0862788,106.9989613,108.944397,180860300,,,,,,,-0.0131289,,-0.0131289,1.50188367
14/09/20,111.5901688,112.7671563,109.7225527,112.2127075,140150100,,,,,,,0.029999804,,0.029999804,1.546939886
15/09/20,115.1016932,115.588052,110.5104642,112.3878098,184642000,,,,,,,0.001560449,,0.001560449,1.549353807
16/09/20,112.0862777,112.8352672,108.9833055,109.0708466,154679000,,,,,,,-0.02951355,,-0.02951355,1.503626877
17/09/20,106.7266087,109.1389449,105.7441615,107.329689,178011000,,,,,,,-0.015963547,,-0.015963547,1.479623659
18/09/20,107.3880515,107.8549519,103.1956325,103.9251709,287104900,,,,,,,-0.03172019,,-0.03172019,1.432689716
21/09/20,101.6879027,107.1837589,100.287187,107.0767593,195713800,,,,,,,0.030325555,,0.030325555,1.476136826
22/09/20,109.6058344,109.7809238,106.1818712,108.7595673,183055400,,,,,,,0.015715903,,0.015715903,1.499335648
23/09/20,108.5747468,109.0513764,103.8570603,104.1975174,150718700,,,,,,,-0.041946194,,-0.041946194,1.436444225
24/09/20,102.3007175,107.2421252,102.1353573,105.2675095,167743300,,,,,,,0.010268883,,0.010268883,1.451194902
25/09/20,105.4717818,109.3723819,104.7325142,109.2167435,149981400,,,,,,,0.037516172,,0.037516172,1.50563818
28/09/20,111.8722778,112.1738179,109.7031138,111.8236389,137672400,,,,,,,0.023869009,,0.023869009,1.541576271
29/09/20,111.4248433,112.1641036,110.4715764,110.9773865,99382200,,,,,,,-0.007567742,,-0.007567742,1.52991002
30/09/20,110.6855724,114.0609047,110.5202121,112.6504593,142675200,,,,,,,0.015075799,,0.015075799,1.552974636
01/10/20,114.4305073,114.5083265,112.6698906,113.6036987,116120400,,,,,,,0.008461922,,0.008461922,1.566115787
02/10/20,109.8101109,112.2224543,109.1583918,109.9365616,144712000,,,,,,,-0.032280086,,-0.032280086,1.515561435
05/10/20,110.8022817,113.4675263,110.4521028,113.3216171,106243800,,,,,,,0.03079099,,0.03079099,1.562227072
06/10/20,112.5434429,112.95199,109.1875695,110.0727463,161498200,,,,,,,-0.028669471,,-0.028669471,1.517438848
07/10/20,111.4929269,112.3975549,111.0162898,111.9403763,96849000,,,,,,,0.016967234,,0.016967234,1.543185587
08/10/20,113.0784363,113.2243454,111.4637213,111.8333588,83477200,,,,,,,-0.000956022,,-0.000956022,1.541710267
09/10/20,112.134913,113.8079889,111.784734,113.7788086,100506900,,,,,,,0.017395971,,0.017395971,1.568529814
12/10/20,116.7845041,121.7648223,116.0257854,121.0061035,240226800,,,,,,,0.063520571,,0.063520571,1.668163723
13/10/20,121.852351,121.9690798,116.3856819,117.7961197,262330500,,,,,,,-0.026527454,,-0.026527454,1.623911587
14/10/20,117.6988406,119.6734564,116.3564929,117.8836594,150712000,,,,,,,0.000743146,,0.000743146,1.62511839
15/10/20,115.481057,117.8933929,114.9266081,117.4167633,112559200,,,,,,,-0.003960651,,-0.003960651,1.618681863
16/10/20,117.9712095,118.2338475,115.5685955,115.7728653,115393800,,,,,,,-0.014000539,,-0.014000539,1.596019444
19/10/20,116.6872316,117.134681,112.5045494,112.8158188,120639300,,,,,,,-0.025541793,,-0.025541793,1.555254246
20/10/20,113.0298042,115.7339659,112.4753553,114.3040695,124423700,,,,,,,0.013191862,,0.013191862,1.575770946
21/10/20,113.4869706,115.4713155,113.2729715,113.6815186,89946000,,,,,,,-0.005446446,,-0.005446446,1.567188594
22/10/20,114.2457041,114.8196115,111.4637306,112.5920868,101988000,,,,,,,-0.009583192,,-0.009583192,1.552169926
23/10/20,113.2146417,113.3702802,111.1622063,111.901474,82572600,,,,,,,-0.00613376,,-0.00613376,1.542649289
26/10/20,110.8995588,113.3702629,109.8003829,111.9111862,111850700,,,,,,,8.68E-05,,8.68E-05,1.542783179
27/10/20,112.339167,114.0803326,111.4150882,113.4188843,92276800,,,,,,,0.013472273,,0.013472273,1.563567976
28/10/20,111.9111834,112.2808135,108.0689437,108.166214,143937800,,,,,,,-0.046312132,,-0.046312132,1.49115581
29/10/20,109.3043133,113.7399045,109.1389456,112.1738281,146129200,,,,,,,0.037050517,,0.037050517,1.546403903
30/10/20,108.0300444,108.9346723,104.7811703,105.8900681,190272600,,,,,,,-0.056018059,,-0.056018059,1.459777359
02/11/20,106.133241,107.6604077,104.3920753,105.8025131,122866900,,,,,,,-0.000826847,,-0.000826847,1.458570346
03/11/20,106.6682375,108.4483054,105.7636096,107.4269562,107624400,,,,,,,0.015353539,,0.015353539,1.480964563
04/11/20,111.0260124,112.4364503,109.2848466,111.8139114,138235500,,,,,,,0.040836634,,0.040836634,1.54144217
05/11/20,114.7320634,116.3565078,113.6815338,115.7826004,126387100,,,,,,,0.035493696,,0.035493696,1.59615365
06/11/20,115.2905328,116.1479986,113.1566032,115.651062,114457900,,,,,,,-0.001136081,,-0.001136081,1.59434029
09/11/20,117.4146875,118.8665351,113.0786294,113.341713,154515300,,,,,,,-0.019968248,,-0.019968248,1.562504108
10/11/20,112.591465,114.5792264,111.207817,113.0007095,138023400,,,,,,,-0.003008631,,-0.003008631,1.55780311
11/11/20,114.1894662,116.5669874,113.4586693,116.4305725,112295000,,,,,,,0.030352579,,0.030352579,1.605086452
12/11/20,116.5572513,117.4439478,115.5341325,116.1577454,103162300,,,,,,,-0.00234326,,-0.00234326,1.601325316
13/11/20,116.381843,116.6059498,114.8520418,116.2064514,81581900,,,,,,,0.00041931,,0.00041931,1.601996767
16/11/20,115.8751547,117.8921538,115.1248731,117.2198257,91183000,,,,,,,0.008720465,,0.008720465,1.615966925
17/11/20,116.4890368,117.5803555,115.9141393,116.3331299,74271000,,,,,,,-0.007564385,,-0.007564385,1.603743129
18/11/20,115.5731012,116.7521194,114.9787191,115.0079498,76322100,,,,,,,-0.011391252,,-0.011391252,1.585474486
19/11/20,114.5792144,116.0115776,113.8191867,115.6023331,74113000,,,,,,,0.005168193,,0.005168193,1.593668524
20/11/20,115.6023425,115.7290113,114.2869094,114.3356247,73604300,,,,,,,-0.010957464,,-0.010957464,1.576205959
23/11/20,114.1797149,114.6084515,110.8375366,110.9349747,127959300,,,,,,,-0.029742699,,-0.029742699,1.52932534
24/11/20,110.9934577,112.883781,109.7072478,112.2211914,113874200,,,,,,,0.01159433,,0.01159433,1.547056843
25/11/20,112.59146,113.7607323,112.2211848,113.059166,76499200,,,,,,,0.007467169,,0.007467169,1.558608977
27/11/20,113.5853509,114.4817935,113.2443137,113.6048355,46691300,,,,,,,0.004826407,,0.004826407,1.566131459
30/11/20,113.9750934,117.8726771,113.8191864,116.0018387,169410200,,,,,,,0.021099482,,0.021099482,1.599176021
01/12/20,117.911657,120.3086702,116.9372611,119.5778732,127728200,,,,,,,0.030827395,,0.030827395,1.648474453
