date,open,high,low,close,volume,SMA_20,RSI,MACD,MACD_signal,BB_high,BB_low,returns,volatility_forecast,daily_return,cumulative_return
2020-02-01,71.54588227,72.59888387,71.29229631,72.53850555,135480400,,,0.0,0.0,,,,,,1.0
2020-03-01,71.76565143,72.59404001,71.60866932,71.83327484,146322800,,,-0.05625772045584654,-0.011251544091169309,,,-0.009722156593285347,,-0.009722157,0.990277843
2020-06-01,70.95419548,72.44432844,70.70301958,72.40568542,118387200,,,-0.05403078599297828,-0.019807392471531106,,,0.00796859924979021,,0.007968599,0.998168971
2020-07-01,72.41532188,72.6713253,71.84535423,72.06513214,108872000,,,-0.07883694473581215,-0.03161330292438732,,,-0.0047034052370965584,,-0.004703405,0.993474177
2020-08-01,71.76807129,73.52628729,71.76807129,73.22439575,132079200,,,-0.004896673497455595,-0.026269977039000976,,,0.016086331566671053,,0.016086332,1.009455533
2020-09-01,74.20254953,74.9729776,73.95138098,74.7797699,170108400,,,0.1771649717576338,0.01441701272032598,,,0.021241201570447954,,0.021241202,1.030897581
2020-10-01,75.0140277,75.51396196,74.44647,74.94881439,140644800,,,0.3312719184189348,0.07778799386004774,,,0.0022605644578213013,,0.002260565,1.033227991
2020-01-13,75.26518125,76.57659623,75.14683476,76.55002594,121532000,,,0.5759677761345614,0.17742395031495048,,,0.021364067771212802,,0.021364068,1.055301944
2020-01-14,76.48726081,76.69737619,75.39320592,75.51637268,161954400,,,0.678660649317635,0.2776712901154874,,,-0.013502977266267369,,-0.013502977,1.041052226
2020-01-15,75.31591552,76.19743749,74.76043057,75.19274139,121923600,,,0.7255672630158472,0.3672504846955594,,,-0.004285577796107831,,-0.004285578,1.036590716
2020-01-16,75.73615571,76.24575261,75.37388575,76.13465118,108829200,,,0.8291869890413324,0.459637785564714,,,0.012526605262529689,,0.012526605,1.049575678
2020-01-17,76.38341859,76.97995681,76.07669931,76.97754669,137816400,,,0.9681606385594108,0.5613423561636535,,,0.01107111541113115,,0.011071115,1.061195652
2020-01-21,76.60560101,77.04756709,76.31819961,76.45586395,110843200,,,1.0243942406768838,0.6539527330662995,,,-0.006777076724735043,,-0.006777077,1.054003848
2020-01-22,76.94130053,77.28183515,76.6345813,76.72877502,101832400,,,1.0785485813594988,0.7388719027249394,,,0.003569524375245825,,0.003569524,1.05776614
2020-01-23,76.78189248,77.17797036,76.2336527,77.09827423,104472000,,,1.1381617643859414,0.8187298750571399,,,0.0048156537088424045,,0.004815654,1.062859975
2020-01-24,77.34463503,78.08849276,76.68530106,76.87609863,146537600,,,1.1541733355390136,0.8858185671535147,,,-0.002881719496563573,,-0.002881719,1.059797111
